Topic,Speaker,Manx,English
part eight 'work',Ealee Sheard,"Ta mee gobbraghey ayns offish just freayll rick er co-lughtyn as yn lhied agh cha nel mee toiggal monney jeh'n obbyr aym ec y traa t'ayn, agh ta mee gynsaghey, as t'eh çheet. Ta paart jeh'n obbyr feer- well, s'mie lhiam paart jeh'n obbyr. Ta mee jannoo stoo gollrish creck thieyn as y lhied, as s'mie lhiam jannoo stoo myr shen, agh ta ram stoo lesh earrooyn as maddaght, as cha mie lhiam shen. Cha nel mee feer vie lesh maddaght.","I work in an office just watching over companies and the like but I don't understand much of my work at the moment, but I'm learning, and it's coming. Some of the work is very- well, I like some of the work. I do a lot of stuff like selling houses and the like, and I like doing stuff like that, but there's a lot of stuff with numbers and maths, and I don't like that. I'm not very good with maths."
part eight 'work',Aalin Clague,"Ta mee gobbraghey ayns yn Vunscoill ayns Balley Keeill Eoin as ta brastyl jees aym, lesh paitçhyn eash shey as shiaght. Shegin dooin gynsaghey dagh sorçh dy chooish ooilley trooid Gaelg, as s'mie lhiam jannoo shen, as ta Balley Keeill Eoin boayl feer vie dy gynsaghey kyndagh rish ooilley yn stoo mie mygeayrt y voayl gollrish yn Arboretum as Garey ny Chloie as buill myr shen.","I work at the Bunscoill in St. Johns and I have class two, with children  aged six and seven. We have to teach every kind of subject through Manx, and I like doing that, and St Johns is a very good place to teach because of all the good stuff around the place like the Arboretum and Garey ny Cloie and places like that."
part nine ' radio and tv',Davy Quillin,"Well, ny keayrtyn ta shin, my vac as mee hene, geaishtagh rish yn radio ayns yn thie-obbragh ayns shen, tra ta shinyn karraghey nyn cullee, agh cha nel mee geaishtagh rish yn radio 'syn astyr. Ta mee jeeaghyn er y çhellveeish keayrt ny ghaa; s'mie lhiam yn bluckan-coshey, s'mie lhiam's Barcelona, agh cha nel mee goit er y çhellveeish. S'mie lhiam lhaih lioaryn as stoo myr shen, cha nel mee goit er y çhellveeish ansherbee.","Well, sometimes we, my son and myself, listen to the radio in the work shed there, when we're repairing our gear, but I don't listen to the radio in the evening. I watch the television sometimes; I like the football, I like Barcelona, but I'm not addicted to the television. I like reading books and things like that, I'm not addicted to the television anyway."
part nine ' radio and tv',Peddyr Hayhurst,"S'mie lhiam jeeaghyn er BBC Kiare as geaishtagh rish Radio Kiare voish y BBC. S'mie lhiam claareyn fod oo smooinaghtyn mychione; s'mie lhiam claareyn mychione shennaghys, as troggalyn, as yn çheer, as yn theihll; claareyn fod oo gynsaghey voish. Cha mie lhiam co-hirraghyn, cha mie lhiam claareyn mychione coagyrys ny garaghyn as yn lhied. S'mie lhiam geaishtagh as jeeaghyn er claareyn mychione y theihll, as er lhiam's dy vel yn claare share aym's, well, red erbee lesh Lucy Worsley er BBC Kiare, as cre mychione yn- the News Quiz er BBC Kiare on Radio Kiare. Shen yindyssagh. S'mie lhiam Jeremy Hardy, she dooinney kiart echey.","I like watching BBC Four and listening to Radio Four from the BBC. I like programmes you can think about; I like programmes about history, and buildings, and the country, and the world; programmes you can learn from.  I don't like competitions, I don't like programmes about cooking or gardens and the like. I like listening to and watching programmes about the world, and I think that my favourite programme is, well, anything with Lucy Worsley on BBC Four, and what about the- the News Quiz on BBC Four on Radio Four. That's great. I like Jeremy Hardy, he's a man who is right."
part nine ' radio and tv',Annie Kissack,"Ta mee geaishtagh rish y radio ny smoo na jeeaghyn er y çhellveeish ny laghyn shoh; ta mee gennaghtyn ro skee dy yeeaghyn er stoo ta gleashaghey mygeayrt, agh ta mee maynrey dy lhie ayns my lhiabbee as geaishtagh rish sleih loayrt, as kiaull. Ta mee cliaghtey geaishtagh rish Radio Vannin 'sy voghrey son lheih oor er raad dys scoill, as lurg shen, ny keayrtyn, Radio Kiare er yn oie tra ta mee coagyrey; Radio Tree son kiaull, ny keayrtyn, as stoo quaagh ta mee çheet er voish traa gy traa . . . mee just prowal dy geaishtagh rish stoo. Cha nel mee jeeaghyn er yn çhellveeish, myr dooyrt mee, feer vennick; ta mee jeeaghyn er fillym ny ghaa voish traa gy traa, agh cha nel mee jeeaghyn er wheesh as va mee keayrt dy row.","I listen to the radio more than I watch the television these days; I feel too tired to watch stuff moving about, but I am happy to lie in my bed and listen to people talking, and music. I usually listen to Manx Radio in the morning for half an hour on the way to school, and after than, sometimes, Radio Four at night when I'm cooking; Radio Three for music. sometimes, and strange stuff I find from time to time . . . I just try to listen to stuff. I don't watch the television, as I said, very often; I watch a film or two from time to time, but I don't watch as much as I once did."
part nine ' radio and tv',Peddyr Cubberley,"Well, booise da Jee, ayns Creneash ta çhelleveeish as Radio ry-gheddyn veih Nherin, ghooiney, as s'mie lhiam claareyn bentyn rish shennaghys, cultoor Celtiagh, cultoor Gaelgagh, as ta mee jeeaghyn er claareyn myr shen er TG Kiare, ta shen çhellveeish ny Gaelgey, t'eh çheet veih Nherin. Ta ram claareyn ass y Gaelg Nherin aynjee, as s'mie lhiam shen. As yn radio, ta mee geaishtagh rish RaidiÃ³ na Gaeltachta. S'mie lhiam geaishtagh roosyn, as ta mee prowal dy hoiggal dy chooilley red ta goll er, ghooinney, as ta mee jannoo my chooid share, so s'mie lhiam yn stoo Nherin. She.","Well, thank God, in Cregneash television from Ireland is available, fella, and I like programmes about history, Celtic culture, Gaelic culture, and I watch programmes like that on TG4, that's Gaelic television, it comes from Ireland. There are lots of programmes in Irish Gaelic on it, and I like that. And on the  radio, I listen to RaidiÃ³ na Gaeltachta. I like listening to them, and I try to understand everything that's going on, fella, and I do my best, so I like the stuff from Ireland. Yeah."
part nine ' radio and tv',Claudia Koenig,"Cha nel mee jeeaghyn er y çhellveeish dy mennick; cha nel traa dy liooar aym, reesht. Agh s'mie lhiam jeeaghyn er claareyn spoyrt; s'mie lhiam jeeaghyn er bluckan-coshey, s'mie lhiam jeeaghyn er spoyrt geuree, 'sy gheurey, as sheeal, as biathlon. S'mie lhiam claareyn mychione ny beiyn; ghow mee soylley jeh yn claare Planet Earth Live - va shen yindyssagh - as Frozen Planet, s'mie lhiam stoo gollrish shen. As er y radio, s'mie lhiam geaishtagh rish ny claareyn Gaelgagh gollrish Jamys Jeheiney, as Traa dy Liooar, as Moghrey Jedoonee, Shiaght Laa, as ny keayrtyn ta mee geaishtagh rish ny naightyn as Mandate er Radio Vannin.","I don't watch the television often; I don't have enough time, again. But I like watching sport programmes; I like watching football, I like watching winter sports, in the winter, and skiing, and biathlon. I like programmes about animals; I enjoyed the programme Planet Earth Live - that was great - and Frozen Planet, I like things like that. And on the radio, I like listening to the Manx programmes like Jamys Jeheiney, and Traa dy Liooar, and Moghrey Jedoonee, Shiaght Laa, and I sometimes listen to the news and Mandate on Manx Radio."
part nine ' radio and tv',Adrian Cain,"Cha nel wheesh traa aym's nish son jeeaghyn er stoo er yn çhellveeish ny geaishtagh rish stoo er yn radio, agh s'mie lhiam geaishtagh rish stoo er yn radio gyn dooyt erbee, so ta mee geaishtagh rish yn stoo Manninagh er yn radio, as Mandate 'sy voghrey er Radio Vannin, as s'mie lhiam geaishtagh rish Radio Kiare as ooilley ny claareyn aitt er shen. As s'mie lhiam stoo agglagh er yn çhellveeish, gyn dooyt erbee, gollrish TOWIE as yn lhied, but red- erskyn ooilley, s'mie lhiam Big Bang Theory er E-Kiare, ta shen just yindyssagh; just claare aitt mychione geekyn ta cummal ayns America but t'eh just yindyssagh, so s'mie lhiam- shen yn red ta mee jeeaghyn er son yn chooid smoo, as stoo gollrish Mad Men, as fillymyn, but s'bastagh nagh vel monney traa aym's son jannoo shen ec yn traa t'ayn, but Big Bang Theory, shen yn claare share 'sy theihll. Hayley O'Meara Well, I dont listen to the radio often but sometimes I listen to Moghrey Jedoonee, but I- I like watching Game of Thrones on the television, but, aye, it's a but rude but I like it. And I don't watch anything else, but I like watching films.","I don't have as much time now for watching stuff on the television or listening to stuff on the radio, but I like listening to stuff on the radio, definitely, so I listen to Manx stuff on the radio, and Mandate in the morning on Manx Radio, and I like listening to Radio Four and all the funny shows on there. And I like awful stuff on the television, definitely, like TOWIE and the like, but a thing- above all, I like Big Bang Theory on E4, that's just great; just a comedy about geeks that live in America but it's just great, so I like- that's what I watch for the most part, and stuff like Mad Men, and films, but it's a shame that I don't have much time for doing that at the moment, but Big Bang Theory, that's the best programme in the world. Well, cha nel mee geaishtagh rish yn radio dy mennick agh ny keayrtyn ta mee geaishtagh rish Moghrey Jedoonee, agh ta mee- s'mie lhiam jeeaghyn er Game of Thrones er y çhellveeish, agh, aye, t'eh beggan daaney agh s'mie lhiam eh. As cha nel mee jeeaghyn er red erbee elley, agh s'mie lhiam jeeaghyn er fillymyn."
part nine ' radio and tv',Julie Matthews,"Ta mee geaishtagh rish Radio Vannin dy mennick ayns y voghrey, yn kied red. Ta mee geaishtagh rish Radio Kiare as Radio Tree as, nish as reesht, Classic FM, son yn cooid smoo.","I often listen to Manx Radio in the morning, first thing. I listen to Radio Four and Radio Three and, now and then, Classic FM, mostly."
part nine ' radio and tv',Dot Saunders,"Well, cha mie lhiam jeeaghyn er y çhellveeish monney er yn oyr dy vel mee çheu-sthie ec brastyllyn Gaelg ooilley yn traa, agh ta mee jannoo ymmyd jeh iPlayer. So s'mie lhiam claareyn quiss gollrish Q.I. as Have I got News for You, as s'mie lhiam claareyn mychione shenn stoo gollrish Antiques Roadshow ny Upstairs Downstairs, as Downton Abbey. As er y radio s'mie lhiam Radio Kiare agh er y cooid smoo ta mee geaishtagh rish Radio Vannin er yn oyr dy vel eh, er lhiam dy vel eh scanshoil dy feddyn magh dy vel ny raadjyn dooint ny foshlit as stoo gollrish shen. Agh s'mie lhiam geaishtagh rish Yn Archers er Radio Kiare, as cloieyn; s'mie lhiam cloieyn er y radio.","Well, I don't like watching the television much because I'm inside at Manx classes all the time, but I use iPlayer. So I like quiz programmes like Q.I. and Have I Got News for You, and I like programmes about old stuff like Antiques Roadshow or Upstairs Downstairs, and Downton Abbey. And on the radio I like Radio Four but for the most part I listen to Manx Radio because it's, I think it's important to find out that the roads are closed or open and stuff like that. But I like listening to The Archers on Radio Four, and plays; I like plays on the radio."
part nine ' radio and tv',Jane Martin,"Well, s'mie lhiam geaishtagh rish Radio Vannin eddyr shiaght er y chlag dys lieh oor lurg hoght dy geaishtagh rish ny naightyn, as shen eh. S'mie lhiam tostid ayns my hie. As s'mie lhiam jeeaghyn er yn çhellveeish. Atreih, s'mie lhiam, Corrie as Have I Got News for You, as ooilley'n claare mychione blaaghyn as yn lhied, as, yeah, shen eh. Share lhiam goll magh, as cha mie lhiam jeeaghyn er yn çhellveeish monney.","Well, I like listening to Manx Radio between seven o' clock and half past eight to listen to the news, and that's it. I like silence in my house. And I like watching the television. Sadly, I like Corrie, and Have I Got News for You, and all the programmes about flowers and the like, and, yeah, that's it. I prefer going out, and I don't like watching the television much."
part nine ' radio and tv',Maralyn Crellin,"Cha nel mee jeeaghyn dy kiart er y çhellveeish. Ta mee jeeaghyn as crittal ec yn un traa, as myr shen cha nel mee jeeaghyn er dy kiarailagh. Ta mee foast jeeaghyn er Corrie - t'eh agglagh agh ta mee foast jeeaghyn er - as s'mie lhiam quissyn as drama as stoo bentyn rish loght, filmynyn ny keayrtyn, agh cha nel mee feer yeean er y çhellveeish. As er y radio ta mee geaishtagh rish Radio Vannin choud's ta mee gimman as ta shen ooilley.","I don't watch the television properly. I watch and knit at the same time, and so I don't watch carefully. I still watch Corrie - it's awful but I still watch it - and I like quizzes, and drama, and things about crime, films sometimes, but I'm not very keen on the television. And on the radio I listen to Manx Radio while I'm driving and that's all."
part nine ' radio and tv',Ealee Sheard,"My ta traa aym, as my ta mee soie sheese lesh y radio, ta mee prowal dy geaishtagh rish ooilley ny claareyn Gaelgagh gollrish Jamys Jeheiney as Shiaght Laa as ooilley yn stoo myr shen. As, well, cha nel monney traa aym dy soie as jeeaghyn er y çhellveeish agh s'mie lhiam stoo gollrish Big Bang Theory as stoo lesh spotçh as y lhied myr shen, cha nel red erbee feer dramatic ny red erbee; cha nel mee jeeaghyn er Eastenders ny red erbee myr shen; cha nel yn traa aym dy soie sheese dagh shiaghtin ec yn un traa.","If I have time, and if I'm sitting down with the radio, I try to listen to all the Manx programmes like Jamys Jeheiney and Shiaght Laa and all the stuff like that. And, well, I don't have much time to sit and watch the television but I like stuff like Big Bang Theory and things with jokes and the like, nothing very dramatic or anything; I don't watch Eastenders or anything like that; I don't have time to sit down every week at the same time."
part nine ' radio and tv',Aalin Clague,"Cha nel mee feer jeean er yn çhellveeish; share lhiam geaishtagh rish yn radio. S'mie lhiam geaishtagh rish Radio Kiare tra ta mee coagyrey, as s'mie lhiam geaishtagh rish Radio Tree traaghyn elley, as claareyn gollrish Late Junction as y lhied lesh ram kiaull quaagh.","I'm not very keen on the television; I prefer listening to the radio. I like listening to Radio Four when I'm cooking, and I like listening to Radio Three at other times, and programmes like Late Junction and the like with lots of weird music."
part nine ' radio and tv',Marie Clague,"Well, s'mie lhiam skeealyn cronneyder voish Loghlyn lhied jeh The Killing as, cre'n- Wallander as y lhied myr shen. As ta mee geaishtagh rish Radio Kiare . . .yn smoo jeh'n laghyn. T'ad cur magh claareyn feer symoil rhym's.","Well, I like detective stories from Norway such as The Killing and, what's the- Wallander and the like. And I listen to Radio Four  most of the days. They put out programmes very interesting to me."
part nine ' radio and tv',Phil Kelly,"Well, s'mie lhiam jeeaghyn er stoo firrinagh er y çhellveeish; cha nel mee coontey monney jeh Eastenders as yn lhied myr shen, stoo- shennaghys as çheer-oaylleeaght as stoo myr shen, as beggan spoyrt ny keayrtyn. As er y radio? Er y radio ta mee geaishtagh rish Radio Kiare 'sy voghrey, as nish as reesht Radio Vannin, agh ta mee geaishtagh rish claare Shiaght Laa, as Jamys Jeheiney, as stoo ayns Gaelg.","Well, I like watching real things on the television; I don't think much of Eastenders and the like, stuff- history and geography and things like that, and a bit of sport sometimes. And on the radio? On the radio I listen to Radio Four in the morning, and now and then to Manx Radio, but I try to listen to the Shiaght Laa programme, and Jamys Jeheiney, and stuff in Manx."
part nine ' radio and tv',Geoff Pickles,"Well, s'mie lhiam claareyn mychione shennaghys, as s'mie lhiam drama, as claareyn aitt, er y çhellveeish. Er y radio ta mee geaishtagh rish Radio Tree son y chooid smoo er yn oyr dy by vie lhiam- dy mie lhiam kiaull classicagh. Ta shen feer vie.","Well, I like programmes about history, and I like drama, and comedies, on the television. On the radio I listen to Radio Three mostly because I liked- I like classical music. That's very good."
part nine ' radio and tv',Derek Phillips,"S'mie lhiam claareyn bentyn rish spoyrt, ny claareyn bentyn rish yn çheer; goll mygeayrt ooilley sorçh dy çheeraghyn 'sy theihll, she. As yn naight, s'mie lhiam jeeaghyn er y naight er yn oyr cha nel mee goaill pabyryn-naight, t'ou toiggal; ta mee geddyn ooilley'n naight eer voish Radio Vannin ny veih yn çhellveeish. Ta.","I like programmes about sport, or about the country; going around all sorts of countries in the world, yeah. And the news, I like watching the news because I don't get newspapers, you know; I get all the news either from Manx Radio or from the television. Yeah."
part nine ' radio and tv',Doona Lambden,"S'mie lhiam Family Guy as ta mee jeeaghyn eh dagh oie as, neesht, s'mie lhiam Y Simpsons, as ta mee jeeaghyn er BBC breakfast dagh voghrey.","I like Family Guy and I watch it every night and, also, I like The Simpsons, and I watch BBC Breakfast every morning."
part ten 'sport',Peddyr Hayhurst,"Cha nel monney sym aym er spoyrt er cor erbee. Ta Lucas, my vac, ta eshyn cloie bluckan-coshey. S'mie lesh spoyrt erbee. S'mie lesh bluckan-coshey as eisht t'eh orrym cloie bluckan-coshey ayns y garey agh ta Lucas cosney y varriaght bunnys dagh laa. T'eh reaghit dy vel yn gamman just jeih minnid ayns liurid, jeih minnid son bluckan-coshey dagh laa. Agh cha mie lhiam bluckan-coshey. Cha mie lhiam spoyrt, cha mie lhiam gammanyn er chor erbee.","I don't have much interest in sport at all. Lucas, my son, he plays football. He likes any sport. He likes football and then I have to play football in the garden but Lucas wins almost every day. It's arranged that the game is just ten minutes in length, ten minutes for football every day. But I don't like football. I don't like sport, I don't like games at all."
part ten 'sport',Annie Kissack,"Cha nel mee cloie spoyrt er chor erbee. Cha nel mee noi spoyrt agh ta- ren mee brishey my abane ec, blein shoh chaie as cha row mee eer abyl dy goll shooyl, as ta shen jannoo orrym. S'mie lhiam shooyl, as shooyl mygeayrt jeeaghyn er y voayl agh cha nel mee son ratçhal, ny roie, ny red erbee myr shen; cha nel mee feer vie ec y lhied jeh shen.","I don't play sport at all. I'm not against sport but- I broke my ankle at, last year and I wasn't even able to go walking, and that bothers me. I like walking, and walking around looking at the place but I don't race, or run, or anything like that; I'm not very good at that sort of thing."
part ten 'sport',David Fisher,"Tra va mee aeg va mee my roieder. Jeeaghyn orrym nish cha veagh oo smooinaghtyn shen, agh ren mee roie er ny sleityn, Ratçh ny Sleityn, as ren shin jannoo eh tree keayrtyn voish Rhumsaa gys Purt Çhiarn er ny sleityn, as shiaght oor shey minnidyn feed eddyr Rhumsaa as Purt Çhiarn harrish ny sleityn. Ta cooinaght aym er shen. As cha nel mee jannoo monney ny laghyn shoh, agh ta mish yn cloieder share cammag 'sy theihll. Yindyssagh. Ta'n Twoaie dy kinjagh yn varriaght jeh'n gamman shen. Er lhimmey jeh'n nah daa vlein, cha nel shin jannoo ro vie; ta rouyr dy leih 'sy Jiass cloie eh nish. Cha lhisagh shen ve. Agh ta'n Twoaie ny share ec cammag, ta mee braew shickyr, as ta mish cloie shen dagh vlein.","When I was young I was a runner. Looking at me now you wouldn't think that, but I ran in the hills, Mountain Race, and we did that three times from Ramsey to Port Erin on the hills, and seven hours twenty six minutes between Ramsey and Port Erin over the hills. I remember that. And I don't do much these days, but I'm the best cammag player in the world. Amazing. The North is always the winner of that game. Except for the last two years, we aren't doing too well; too many people from the South play it now. That shouldn't be. But the North is better at cammag, I'm dead sure, and I play that every year."
part ten 'sport',Peddyr Cubberley,"Cha nel, cha mie lhiam spoyrt. Foddey share dou cloie kiaull as y lhied. Shen spoyrt dy liooar, ghooinney.","[I] don't, I don't like sport. I much prefer playing music and the like. That's enough sport, fella."
part ten 'sport',Claudia Koenig,"Ta mee cloie bluckan-coshey tra ta traa aym agh ta mee gaase beggan shenn nish so cha nel mee cloie dy mennick, agh s'mie lhiam cloie bluckan-coshey as s'mie lhiam shooyl er ny crink, as s'mie lhiam goll magh er roar, agh cha nel mee jannoo shen dy mennick, as s'mie lhiam goll magh ayns finneig marish carrey aym. Shen eh.","I play football when I have time but I'm getting a bit old now so I don't play often, but I like playing football and I like walking in the hills, and I like going out on a bike, but I don't do that often, and I like going out in a kayak with a friend of mine. That's it."
part ten 'sport',Adrian Cain,"Aye, s'mie lhiam spoyrt. Cha nel mee cloie spoyrt nish. Tra va mee aeg va mee cloie spoyrt ec Castle Rushen as y lhied, as va mee coontey ram jeh criggad as foast s'mie lhiam jeeaghyn er criggad tra ta caa aym's. As s'mie lhiam bluckan-coshey; cha nel mee jeeaghyn er monney bluckan-coshey nish. As tra va mee ayns Lunnin va my charrey, v'eh pohlldal - as mish - Tranmere Rovers, so ta mee cooinaghtyn goll lesh- just goll mygeayrt Lunnin dys ooilley ny stadium ayns Lunnin jeeaghyn er Tranmere Rovers cloie, as va shen yindyssagh, but cha nel mee jannoo shen nish, as cha nel mee er ve ec gamman bluckan-coshey ayns Sostyn rish bleeantyn nish, but, so, gyn dooyrt erbee tra va mee aeg va mee coontey ram jeh spoyrt, as va mee cloie eh but nish ta mee just, well, beggan shenn er lhiam.","Aye, I like sport. I don't play sport now. When I was young I played sport at Castle Rushen and the like, and I thought a lot of cricket and I still like watching cricket when I have a chance. And I like football; I don't watch much football now. And when I was in London my friend, he supported - and me - Tranmere Rovers, so I remember going to- just going around London to all the stadiums in London watching Tranmere Rovers play, and that was great, but I don't do that now, and I haven't been to a football game in England for years now, but, so, definitely when I was young I thought a lot of sport, and I played it, but now I'm just, well, a bit too old I think."
part ten 'sport',Julie Matthews,"Yn ynrican spoyrt ta mish jannoo shen shooyl, son  y chooid smoo. Ta mee roie beggan agh share lhiam roie sheese y lhargagh, cha nee seose yn ughtagh. So ta mee roie beggan mee hene tra nagh vel sleih elley fakin mee, as heose ayns ny sleityn tra nagh vel peiagh elley ayn ta mee arryltagh dy roie. Cha nel mee cloie spoyrt marish sleih elley agh ta daunley'n sorçh dy spoyrt so, ta, ta mee çheet dy ve slayntoil dy liooar trooid shen er lhiam's. Oh, ta mee shooyl gys scoill as erash nane dy daa keayrtyn dagh shiaghtin neesht.","The only sport I do is walking, for the most part. I run a bit but I prefer running downhill, not up the slope. So I run a bit myself when there are no other people watching me, and up in the hills when there's nobody else there I'm willing to run. I don't play sport with other people but dancing is a sort of sport so, yeah, I get to be pretty healthy through that I think. Oh, I walk to school and back one or two times every week."
part ten 'sport',Dot Saunders,Cha mie lhiam spoyrt. Cha mie lhiam gammanyn lesh bluckanyn - t'eh  agglagh - agh  s'mie lhiam snaue as shooyl. Cha nel ad spoyrt.,I don't like sport. I don't like games with balls - it's  awful - but I like swimming and walking. They aren't sports.
part ten 'sport',Marie Clague,"Well, cha mie lhiam jannoo spoyrt mee hene. Ny keayrtyn s'mie lhiam jeeaghyn er bluckan-coshey ny keayrtyn, cha nel feer vennick, but share lhiam goll cosheeaght ny jannoo spoyrt.","Well, I don't like doing sport myself. Sometimes I like watching football sometimes, not very often, but I prefer going walking to doing sport."
part ten 'sport',Phil Gawne,"S'mie lhiam troddanyn traauee as shen sorçh dy spoyrt. S'mie lhiam jannoo spotçhyn jeh my caarjyn ayns yn Kiare as Feed as shen sorçh dy spoyrt neesht. Cha nel mee cloie bluckan-coshey ny red myr shen; s'mie lhiam goll shooyl, as goll roie ny keayrtyn, as- oh yeah, yn spoyrt share lhiam, shen billiards; s'mie lhiam cloie billiards. Ta shin goll, ta possan ain veih'n Jiass goll nish as reesht heose gys Cronk y Voddee as ta shin cloie noi Cronk y Voddee ayns shen, as ny keayrtyn ta Cronkee cosney as ny keayrtyn ta ny Jiassee cosney.","I like ploughing matches and that's a sort of sport. I like making fun of my friends in the House of Keys and that's a sort of sport too. I don't play football or anything like that; I like going walking, and going running sometimes, and- oh yeah, my favourite sport, that's billiards; I like playing billiards. We go, our group from the South go now and again up to Cronk y Voddy and we play against Cronk y Voddy there, and sometimes Cronkie win and sometimes the Southerners win."
part ten 'sport',Phil Kelly,"S'mie lhiam spoyrt agh cha nel mee cloie spoyrt nish. Keayrt dy row va mee cloie rugby tra va mee aeg, tammylt braew er dy henney. C'raad v'ou cloie rugby? Well, ec yn Cholleish Ree Illiam, va mee cloie ayns shen, as eisht va mee cloie son Vagabonds ayns Doolish.","I like sport but I don't play sport now. At one time I played rugby, when I was young, a good while ago. Where did you play rugby? Well, at King William's College, I played there, and then I played for Vagabonds in Douglas."
part ten 'sport',Geoff Pickles,"Cha nel mee cloie spoyrt er chor erbee; ta mee ro litçheragh son shen. S'mie lhiam criggad erskyn ooilley, as rugby beggan. Cha mie lhiam bluckan coshey eddyr. Criggad, ta shen feer vie. Ta shin jannoo, or ta Sostyn jannoo feer vie ayns yn Injey ec y traa t'ayn.","I don't play sport at all; I'm too lazy for that. I like cricket above all, and rugby a little bit. I don't like football at all. Cricket, that's very good. We are doing, or England is doing very well in India at the moment."
part ten 'sport',Chris Lewin,"Oh, cha nel, cha row, as cha jeanym's cloie spoyrt erbee. Cha laik lhiam spoyrt dy insh yn irriney. Cha laik lhiam jeeaghyn er spoyrt, cha laik lhiam jannoo spoyrt, cha laik lhiam clashtyn mychione spoyrt. Cha nel mee toiggal cre'n fa ta sleih jannoo spoyrt dy insh yn irriney. T'ad goll magh as t'eh fliugh, as shegin dhyt roie mygeayrt as ta sleih gaase er rouyl er yn fa, kyndagh rish deiney ta goll mygeayrt brebbal bluckan er magher, as lhisagh ad y ve jannoo obbyr chiart. T'ad aasit, cha nee paitçhyn ad, agh t'ad roie mygeayrt as lhiem er mooin y cheilley as t'ad ooilley rowlal mygeayrt 'sy laagh, as cha nel mee toiggal y chooish shen, cre'n fa ta sleih jannoo shen. Ta mee goll seose shooyl 's ny crink, as nish as reesht ta mee goll snaue agh çheu-mooie jeh shen cha nel mee jannoo y lhied shen eddyr. Jamys O'Meara Yeah, I like sport. I must admit that I watch sport more often than I play sport, but in the summer I like playing games and sport. I like being outside. Sometimes I play golf, and just any sport, fella. Anything where you have to hit something, I like it.","Oh, I don't, I didn't, and I won't play any sport. I don't like sport to tell the truth. I don't like watching sport, I don't like doing sport, I don't like hearing about sport. I don't understand why people do sport to tell the truth. They go out when it's wet, and you have to run about and people get in a frenzy because, because of men that go around kicking a ball on a field, and they ought to be doing proper work. They're adults, not children, but they run about and jump on top of each other and they're all rolling about in the mud, and I don't understand that, why people do that. I go walking in the hills, and now and then I go swimming but outside of that I don't do that sort of thing at all. Yeah, s'mie lhiam spoyrt. Shegin dou goaill rish dy vel mee jeeaghyn er spoyrt ny s'menkey na ta mee cloie spoyrt, agh ayns y tourey s'mie lhiam cloie gammanyn as spoyrt. S'mie lhiam ve çheu-mooie. Ny keayrtyn ta mee cloie golf, as just spoyrt erbee, ghooinney. Red erbee raad t'eh ort bwoailley ren ennagh, s'mie lhiam eh."
part ten 'sport',Derek Phillips,"Well, ta mee ro henn dy cloie spoyrt nish agh tra va mee my ghooinney aeg chloie mee bluckan-coshey, as rugby, as criggad, as va mee mie son snaue, t'ou toiggal. She. As s'mie- Tra va shin loayrt mychione jeeaghyn er y çhellveeish, smooinaghtyn mychione y rugby v'ayn kegeesh er dy henney, ny Shey Ashoonyn, va mee geiyr er yn sheshaght veih Bretin, as ren ad cosney yn Triple Crown as yn Grand Slam neesht. Oh, she, va shen yindyssagh. She. Dooyrt mee dy daink my ayr veih Bretin as shen yn resoon ta mee geiyr er yn sheshaght shen. She.","Well, I'm too old to play sport now but when I was a young man I played football, and rugby, and cricket, and I was good at swimming, you know. Yeah. And I like- When we were talking about watching the television, thinking about the rugby that was on a fortnight ago, the Six Nations, I was following the team from Wales, and they won the Triple Crown and the Grand Slam too. Oh, yeah, that was great. Yeah. I said that my father came from Wales and that's the reason I follow that team. Yeah."
part ten 'sport',Doona Lambden,"Cha nel mee jannoo ram spoyrt. Ta mee jannoo yoga, as ren mee jannoo karate bleeantyn er dy henney, as- agh s'mie lhiam karate agh cha nel mee jannoo eh now.","I don't do a lot of sport. I do yoga, and I did karate years ago, and- but I like karate but I don't do it now."
part eleven 'reading',Davey Quillin,"Well, ta mee lhaih yn daa pabyryn Manninagh dagh hiaghtin, as ta mee lhaih yn Mail - yn pabyr Sostynagh - geddyn yn naight ooilley mygeayrt y theihll. As ta mee lhaih ram lioaryn agh cha nel mee lhaih lioaryn mannagh vel ad firrinagh; cha mie lhiam's - c'red ta'n fockle ayns y Vaarle son shen? - fiction. Cha mie lhiam's fiction. S'mie lhiams stoo ta firrinagh, my t'ou laccal.","Well, I read the two Manx papers every week, and I read the Mail - the English paper - getting the news all around the world. And I read lots of books but I don't read books unless they're true; I don't like - what's the word in English for that? - fiction. I don't like fiction. I like stuff that's true, if you like."
